zm,rama_id,industria,transable,pot_total
Zona metropolitana de Tijuana,3133,Acabado de productos textiles y fabricación de telas recubiertas,1,0
Zona metropolitana de Tijuana,3141,"Confección de alfombras, blancos y similares",1,834
Zona metropolitana de Tijuana,3149,"Fabricación de otros productos textiles, excepto prendas de vestir",1,2312
Zona metropolitana de Tijuana,3151,Fabricación de prendas de vestir de tejido de punto,1,0
Zona metropolitana de Tijuana,3152,Confección de prendas de vestir,1,5102
Zona metropolitana de Tijuana,3159,Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte,1,0
Zona metropolitana de Tijuana,3161,Curtido y acabado de cuero y piel,1,
Zona metropolitana de Tijuana,3162,Fabricación de calzado,1,0
Zona metropolitana de Tijuana,3169,"Fabricación de otros productos de cuero, piel y materiales sucedáneos",1,0
Zona metropolitana de Tijuana,3211,Aserrado y conservación de la madera,1,0
Zona metropolitana de Tijuana,3212,Fabricación de laminados y aglutinados de madera,1,0
Zona metropolitana de Tijuana,3219,Fabricación de otros productos de madera,1,3460
Zona metropolitana de Tijuana,3221,"Fabricación de pulpa, papel y cartón",1,0
Zona metropolitana de Tijuana,3222,Fabricación de productos de cartón y papel,1,110
Zona metropolitana de Tijuana,3231,Impresión e industrias conexas,1,7028
Zona metropolitana de Tijuana,3241,Fabricación de productos derivados del petróleo y del carbón,1,0
Zona metropolitana de Tijuana,3251,Fabricación de productos químicos básicos,1,218
Zona metropolitana de Tijuana,3252,"Fabricación de resinas y hules sintéticos, y fibras químicas",1,0
Zona metropolitana de Tijuana,3253,"Fabricación de fertilizantes, plaguicidas y otros agroquímicos",1,0
Zona metropolitana de Tijuana,3254,Fabricación de productos farmacéuticos,1,362
Zona metropolitana de Tijuana,3255,"Fabricación de pinturas, recubrimientos y adhesivos",1,356
Zona metropolitana de Tijuana,3256,"Fabricación de jabones, limpiadores y preparaciones de tocador",1,1961
Zona metropolitana de Tijuana,3259,Fabricación de otros productos químicos,1,376
Zona metropolitana de Tijuana,3261,Fabricación de productos de plástico,1,23894
Zona metropolitana de Tijuana,3262,Fabricación de productos de hule,1,1060
Zona metropolitana de Tijuana,3271,Fabricación de productos a base de arcillas y minerales refractarios,1,286
Zona metropolitana de Tijuana,3272,Fabricación de vidrio y productos de vidrio,1,325
Zona metropolitana de Tijuana,3273,"Fabricación de cemento, concreto y sus productos",1,1394
Zona metropolitana de Tijuana,3274,"Fabricación de cal, yeso y productos de yeso",1,56
Zona metropolitana de Tijuana,3279,Fabricación de otros productos a base de minerales no metálicos,1,1267
Zona metropolitana de Tijuana,3311,Industria básica del hierro y del acero,1,
Zona metropolitana de Tijuana,3312,Fabricación de productos de hierro y acero,1,0
Zona metropolitana de Tijuana,3313,Industria básica del aluminio,1,0
Zona metropolitana de Tijuana,3314,"Industrias de metales no ferrosos, excepto aluminio",1,
Zona metropolitana de Tijuana,3315,Moldeo por fundición de piezas metálicas,1,745
Zona metropolitana de Tijuana,3321,Fabricación de productos metálicos forjados y troquelados,1,0
Zona metropolitana de Tijuana,3322,Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,1,373
Zona metropolitana de Tijuana,3323,Fabricación de estructuras metálicas y productos de herrería,1,4426
Zona metropolitana de Tijuana,3324,"Fabricación de calderas, tanques y envases metálicos",1,0
Zona metropolitana de Tijuana,3325,Fabricación de herrajes y cerraduras,1,802
Zona metropolitana de Tijuana,3326,"Fabricación de alambre, productos de alambre y resortes",1,0
Zona metropolitana de Tijuana,3327,Maquinado de piezas y fabricación de tornillos,1,821
Zona metropolitana de Tijuana,3328,Recubrimientos y terminados metálicos,1,6744
Zona metropolitana de Tijuana,3329,Fabricación de otros productos metálicos,1,10895
Zona metropolitana de Tijuana,3331,"Fabricación de maquinaria y equipo agropecuario, para la construcción y para la industria extractiva",1,0
Zona metropolitana de Tijuana,3332,"Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",1,131
Zona metropolitana de Tijuana,3333,Fabricación de maquinaria y equipo para el comercio y los servicios,1,825
Zona metropolitana de Tijuana,3334,"Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",1,3514
Zona metropolitana de Tijuana,3335,Fabricación de maquinaria y equipo para la industria metalmecánica,1,0
Zona metropolitana de Tijuana,3336,"Fabricación de motores de combustión interna, turbinas y transmisiones",1,0
Zona metropolitana de Tijuana,3339,Fabricación de otra maquinaria y equipo para la industria en general,1,4705
Zona metropolitana de Tijuana,3341,Fabricación de computadoras y equipo periférico,1,0
Zona metropolitana de Tijuana,3342,Fabricación de equipo de comunicación,1,0
Zona metropolitana de Tijuana,3343,Fabricación de equipo de audio y de video,1,25842
Zona metropolitana de Tijuana,3344,Fabricación de componentes electrónicos,1,28427
Zona metropolitana de Tijuana,3345,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",1,2455
Zona metropolitana de Tijuana,3346,Fabricación y reproducción de medios magnéticos y ópticos,1,
Zona metropolitana de Tijuana,3351,Fabricación de accesorios de iluminación,1,1491
Zona metropolitana de Tijuana,3352,Fabricación de aparatos eléctricos de uso doméstico,1,0
Zona metropolitana de Tijuana,3353,Fabricación de equipo de generación y distribución de energía eléctrica,1,0
Zona metropolitana de Tijuana,3359,Fabricación de otros equipos y accesorios eléctricos,1,8152
Zona metropolitana de Tijuana,3361,Fabricación de automóviles y camiones,1,0
Zona metropolitana de Tijuana,3362,Fabricación de carrocerías y remolques,1,4959
Zona metropolitana de Tijuana,3363,Fabricación de partes para vehículos automotores,1,14636
Zona metropolitana de Tijuana,3364,Fabricación de equipo aeroespacial,1,4588
Zona metropolitana de Tijuana,3365,Fabricación de equipo ferroviario,1,
Zona metropolitana de Tijuana,3366,Fabricación de embarcaciones,1,0
Zona metropolitana de Tijuana,3369,Fabricación de otro equipo de transporte,1,0
Zona metropolitana de Tijuana,3371,"Fabricación de muebles, excepto de oficina y estantería",1,10862
Zona metropolitana de Tijuana,3372,Fabricación de muebles de oficina y estantería,1,2733
Zona metropolitana de Tijuana,3379,"Fabricación de colchones, persianas y cortineros",1,2076
Zona metropolitana de Tijuana,3391,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",1,72856
Zona metropolitana de Tijuana,3399,Otras industrias manufactureras,1,13563
Zona metropolitana de Tijuana,4311,Comercio al por mayor de abarrotes y alimentos,0,14421
Zona metropolitana de Tijuana,4312,"Comercio al por mayor de bebidas, hielo y tabaco",0,2597
Zona metropolitana de Tijuana,4321,Comercio al por mayor de productos textiles y calzado,0,632
Zona metropolitana de Tijuana,4331,Comercio al por mayor de productos farmacéuticos,0,1126
Zona metropolitana de Tijuana,4332,"Comercio al por mayor de artículos de perfumería, cosméticos y joyería",0,460
Zona metropolitana de Tijuana,4333,"Comercio al por mayor de grabaciones de audio y video en medios físicos, juguetes y artículos deportivos",0,135
Zona metropolitana de Tijuana,4334,"Comercio al por mayor de artículos de papelería, libros, revistas y periódicos",0,534
Zona metropolitana de Tijuana,4335,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,0,292
Zona metropolitana de Tijuana,4341,Comercio al por mayor de materias primas agropecuarias y forestales,0,169
Zona metropolitana de Tijuana,4342,Comercio al por mayor de materias primas para la industria,0,8374
Zona metropolitana de Tijuana,4343,Comercio al por mayor de materiales de desecho,0,2107
Zona metropolitana de Tijuana,4351,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",0,47
Zona metropolitana de Tijuana,4352,Comercio al por mayor de maquinaria y equipo para la industria,0,1329
Zona metropolitana de Tijuana,4353,Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales,0,2488
Zona metropolitana de Tijuana,4354,"Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general",0,1666
Zona metropolitana de Tijuana,4361,"Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",0,706
Zona metropolitana de Tijuana,4373,Intermediación de comercio al por mayor,0,106
Zona metropolitana de Tijuana,4611,Comercio al por menor de abarrotes y alimentos,0,22385
Zona metropolitana de Tijuana,4612,"Comercio al por menor de bebidas, hielo y tabaco",0,1815
Zona metropolitana de Tijuana,4621,Comercio al por menor en tiendas de autoservicio,0,23991
Zona metropolitana de Tijuana,4622,Comercio al por menor en tiendas departamentales,0,2964
Zona metropolitana de Tijuana,4631,"Comercio al por menor de productos textiles, excepto ropa",0,390
Zona metropolitana de Tijuana,4632,"Comercio al por menor de ropa, bisutería y accesorios de vestir",0,6162
Zona metropolitana de Tijuana,4633,Comercio al por menor de calzado,0,1297
Zona metropolitana de Tijuana,4641,Comercio al por menor de artículos para el cuidado de la salud,0,7875
Zona metropolitana de Tijuana,4651,Comercio al por menor de artículos de perfumería y joyería,0,2084
Zona metropolitana de Tijuana,4652,Comercio al por menor de artículos para el esparcimiento,0,1151
Zona metropolitana de Tijuana,4653,"Comercio al por menor de artículos de papelería, libros, revistas y periódicos",0,2456
Zona metropolitana de Tijuana,4659,"Comercio al por menor de mascotas y sus accesorios, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal",0,2623
Zona metropolitana de Tijuana,4661,Comercio al por menor de muebles para el hogar y otros enseres domésticos,0,1721
Zona metropolitana de Tijuana,4662,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación",0,1962
Zona metropolitana de Tijuana,4663,Comercio al por menor de artículos para la decoración de interiores,0,1496
Zona metropolitana de Tijuana,4664,Comercio al por menor de artículos usados,0,2190
Zona metropolitana de Tijuana,4671,"Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0,7181
Zona metropolitana de Tijuana,4681,Comercio al por menor de automóviles y camionetas,0,2050
Zona metropolitana de Tijuana,4682,"Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones",0,4671
Zona metropolitana de Tijuana,4683,Comercio al por menor de motocicletas y otros vehículos de motor,0,92
Zona metropolitana de Tijuana,4684,"Comercio al por menor de combustibles, aceites y grasas lubricantes",0,5724
Zona metropolitana de Tijuana,4691,"Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares",0,134
Zona metropolitana de Tijuana,4811,Transporte aéreo regular,0,
Zona metropolitana de Tijuana,4812,Transporte aéreo no regular,0,
Zona metropolitana de Tijuana,4821,Transporte por ferrocarril,0,0
Zona metropolitana de Tijuana,4831,Transporte marítimo,1,
Zona metropolitana de Tijuana,4832,Transporte por aguas interiores,1,
Zona metropolitana de Tijuana,4841,Autotransporte de carga general,0,7108
Zona metropolitana de Tijuana,4842,Autotransporte de carga especializado,0,671
Zona metropolitana de Tijuana,4851,Transporte colectivo urbano y suburbano de pasajeros de ruta fija,0,3032
Zona metropolitana de Tijuana,4852,Transporte colectivo foráneo de pasajeros de ruta fija,0,422
Zona metropolitana de Tijuana,4853,Servicio de taxis y limusinas,0,0
Zona metropolitana de Tijuana,4854,Transporte escolar y de personal,0,763
Zona metropolitana de Tijuana,4855,Alquiler de autobuses con chofer,0,37
Zona metropolitana de Tijuana,4859,Otro transporte terrestre de pasajeros,0,0
Zona metropolitana de Tijuana,4862,Transporte de gas natural por ductos,0,
Zona metropolitana de Tijuana,4869,Transporte por ductos de otros productos,0,
Zona metropolitana de Tijuana,4871,Transporte turístico por tierra,1,0
Zona metropolitana de Tijuana,4872,Transporte turístico por agua,1,
Zona metropolitana de Tijuana,4879,Otro transporte turístico,1,
Zona metropolitana de Tijuana,4881,Servicios relacionados con el transporte aéreo,0,0
Zona metropolitana de Tijuana,4882,Servicios relacionados con el transporte por ferrocarril,0,
Zona metropolitana de Tijuana,4883,Servicios relacionados con el transporte por agua,0,
Zona metropolitana de Tijuana,4884,Servicios relacionados con el transporte por carretera,0,220
Zona metropolitana de Tijuana,4885,Servicios de intermediación para el transporte de carga,0,7542
Zona metropolitana de Tijuana,4889,Otros servicios relacionados con el transporte,0,0
Zona metropolitana de Tijuana,4911,Servicios postales,0,0
Zona metropolitana de Tijuana,4921,Servicios de mensajería y paquetería foránea,0,0
